assign_seconds,budget,build_seconds,centered_discrepancy,combined_score_lower_is_better,composite_score,compressed_bytes,corpus,coverage_entropy,dataset,detected,detection_delay,discovered_bug_classes,false_positive_rate,field,imbalance_k2,input_bytes,k1,k2,locality_k2,mean_residual,method,min_grid_coverage,min_pairwise_distance,movement,n,ratio,roundtrip_ok,runtime_seconds,scenario,seed,selected_count,suite,threshold,top_recall,total_hits
8.608301868662238e-05,,0.01312379099545069,,0.22018938544520716,,,,,clustered,,,,,,1.25,,16,20,0.030976412100460322,,rdt_stable,,,0.15625,20000,,,,,1,,stable_partition,,,
0.0036655410076491535,,0.0,,1.255979918027955,,,,,clustered,,,,,,1.053,,16,20,0.9991775956176779,,modulo_hash,,,0.79575,20000,,,,,1,,stable_partition,,,
0.03710483401664533,,0.0,,0.6577049807621488,,,,,clustered,,,,,,1.036,,16,20,0.9991221794714419,,jump_hash,,,0.2009,20000,,,,,1,,stable_partition,,,
0.4584332499944139,,0.0,,0.6583111630257157,,,,,clustered,,,,,,1.051,,16,20,0.9989136956127014,,rendezvous_hash,,,0.1986,20000,,,,,1,,stable_partition,,,
0.0016821250028442591,,0.0,,1.4750956191595048,,,,,clustered,,,,,,4.3366999999999996,,16,20,0.021679153687788437,,grid,,,0.798,20000,,,,,1,,stable_partition,,,
0.0041653749940451235,,0.0,,0.903231902045023,,,,,clustered,,,,,,1.0,,16,20,0.06273756010005117,,morton_sort,,,0.875,20000,,,,,1,,stable_partition,,,
0.004097791010281071,,0.0,,0.9075731633515501,,,,,clustered,,,,,,1.0,,16,20,0.07238480744788926,,principal_sort,,,0.875,20000,,,,,1,,stable_partition,,,
9.295801282860339e-05,,0.01334345800569281,,0.20366334508285844,,,,,clustered,,,,,,1.25,,32,40,0.011474100184129891,,rdt_stable,,,0.1485,20000,,,,,1,,stable_partition,,,
0.004468875005841255,,0.0,,1.2667123780845833,,,,,clustered,,,,,,1.1,,32,40,0.9983608401879628,,modulo_hash,,,0.79745,20000,,,,,1,,stable_partition,,,
0.044542415998876095,,0.0,,0.6658212807988153,,,,,clustered,,,,,,1.088,,32,40,0.9981584017751448,,jump_hash,,,0.19905,20000,,,,,1,,stable_partition,,,
0.903400540992152,,0.0,,0.6688603487967687,,,,,clustered,,,,,,1.096,,32,40,0.9979118862150415,,rendezvous_hash,,,0.2006,20000,,,,,1,,stable_partition,,,
0.0016869999817572534,,0.0,,1.86006863016923,,,,,clustered,,,,,,5.63905,,32,40,0.016574733709399967,,grid,,,0.9248,20000,,,,,1,,stable_partition,,,
0.0041466250258963555,,0.0,,0.9528684005842817,,,,,clustered,,,,,,1.0,,32,40,0.03415200129840375,,morton_sort,,,0.9375,20000,,,,,1,,stable_partition,,,
0.003958042012527585,,0.0,,0.9638047590156484,,,,,clustered,,,,,,1.0,,32,40,0.058455020034774194,,principal_sort,,,0.9375,20000,,,,,1,,stable_partition,,,
0.00012287500430829823,,0.014129624993074685,,0.4282159545897542,,,,,clustered,,,,,,2.5,,64,80,0.006591010199453672,,rdt_stable,,,0.12525,20000,,,,,1,,stable_partition,,,
0.0037954580038785934,,0.0,,1.283668014232419,,,,,clustered,,,,,,1.184,,64,80,0.9961511427387091,,modulo_hash,,,0.7986,20000,,,,,1,,stable_partition,,,
0.04962654100381769,,0.0,,0.6765254150348127,,,,,clustered,,,,,,1.124,,64,80,0.9960564778551391,,jump_hash,,,0.2035,20000,,,,,1,,stable_partition,,,
1.8015143330267165,,0.0,,0.6826676622269349,,,,,clustered,,,,,,1.152,,64,80,0.9967059160598553,,rendezvous_hash,,,0.20375,20000,,,,,1,,stable_partition,,,
0.0016985000111162663,,0.0,,1.951354047183797,,,,,clustered,,,,,,5.7998,,64,80,0.011097882630659335,,grid,,,0.9864,20000,,,,,1,,stable_partition,,,
0.0041371670085936785,,0.0,,0.9766803350051307,,,,,clustered,,,,,,1.0,,64,80,0.01751185556695729,,morton_sort,,,0.9688,20000,,,,,1,,stable_partition,,,
0.004095542011782527,,0.0,,0.9902178181780698,,,,,clustered,,,,,,1.0,,64,80,0.047595151506821594,,principal_sort,,,0.9688,20000,,,,,1,,stable_partition,,,
8.42920271679759e-05,,0.013462250004522502,,0.17778122692577253,,,,,diagonal,,,,,,1.25,,16,20,0.006180504279494477,,rdt_stable,,,0.125,20000,,,,,1,,stable_partition,,,
0.003845166997052729,,0.0,,1.2559367908170394,,,,,diagonal,,,,,,1.053,,16,20,0.999081757371199,,modulo_hash,,,0.79575,20000,,,,,1,,stable_partition,,,
0.03797670899075456,,0.0,,0.6578248944030983,,,,,diagonal,,,,,,1.036,,16,20,0.9993886542291074,,jump_hash,,,0.2009,20000,,,,,1,,stable_partition,,,
0.4562671669991687,,0.0,,0.6583284156102425,,,,,diagonal,,,,,,1.051,,16,20,0.9989520346894276,,rendezvous_hash,,,0.1986,20000,,,,,1,,stable_partition,,,
0.0018781659891828895,,0.0,,1.003338717608805,,,,,diagonal,,,,,,2.0215,,16,20,0.02797492801956677,,grid,,,0.78645,20000,,,,,1,,stable_partition,,,
0.00419095900724642,,0.0,,0.8771108985688375,,,,,diagonal,,,,,,1.0,,16,20,0.004690885708527702,,morton_sort,,,0.875,20000,,,,,1,,stable_partition,,,
0.003787125024246052,,0.0,,0.8769142882926386,,,,,diagonal,,,,,,1.0,,16,20,0.004253973983641457,,principal_sort,,,0.875,20000,,,,,1,,stable_partition,,,
9.762498666532338e-05,,0.013481208006851375,,0.1765919143970498,,,,,diagonal,,,,,,1.25,,32,40,0.0030931431045550677,,rdt_stable,,,0.1252,20000,,,,,1,,stable_partition,,,
0.0036126250051893294,,0.0,,1.2667076465072444,,,,,diagonal,,,,,,1.1,,32,40,0.998350325571654,,modulo_hash,,,0.79745,20000,,,,,1,,stable_partition,,,
0.043633291992591694,,0.0,,0.6661217160814493,,,,,diagonal,,,,,,1.088,,32,40,0.9988260357365539,,jump_hash,,,0.19905,20000,,,,,1,,stable_partition,,,
0.9019459999981336,,0.0,,0.6688152986325869,,,,,diagonal,,,,,,1.096,,32,40,0.9978117747390822,,rendezvous_hash,,,0.2006,20000,,,,,1,,stable_partition,,,
0.0016691249911673367,,0.0,,1.1854596765541345,,,,,diagonal,,,,,,2.656,,32,40,0.015910392342521132,,grid,,,0.8471,20000,,,,,1,,stable_partition,,,
0.004375124990474433,,0.0,,0.9387467644437841,,,,,diagonal,,,,,,1.0,,32,40,0.0027705876528536857,,morton_sort,,,0.9375,20000,,,,,1,,stable_partition,,,
0.003862832993036136,,0.0,,0.9385761431150623,,,,,diagonal,,,,,,1.0,,32,40,0.0023914291445829004,,principal_sort,,,0.9375,20000,,,,,1,,stable_partition,,,
0.0001221249985974282,,0.014219792006770149,,0.17635587307503647,,,,,diagonal,,,,,,1.252,,64,80,0.0016797179445254876,,rdt_stable,,,0.1252,20000,,,,,1,,stable_partition,,,
0.0036609999951906502,,0.0,,1.2839419778830872,,,,,diagonal,,,,,,1.184,,64,80,0.9967599508513051,,modulo_hash,,,0.7986,20000,,,,,1,,stable_partition,,,
