assign_seconds,build_seconds,combined_score_lower_is_better,dataset,imbalance_k2,k1,k2,locality_k2,method,movement,n,python_peak_memory_kib,seed
0.3388203340000473,0.0,0.8990270279376793,diagonal,1.0,16,20,0.05294895097262067,s2_sort,0.8752,5000,26934.5390625,3
0.03567670797929168,0.0,0.8772610220852435,diagonal,1.0,16,20,0.004580049078318836,geohash_sort,0.8752,5000,26934.5390625,3
8.924998110160232e-05,0.009486583003308624,0.20043360909969646,uniform,1.252,16,20,0.05518579799932544,rdt_stable,0.1252,5000,26942.046875,4
0.000997958006337285,0.0,1.262695016432298,uniform,1.096,16,20,0.9962111476273285,modulo_hash,0.7952,5000,26942.046875,4
0.08001262502511963,0.0,0.6757285223609312,uniform,1.168,16,20,0.9962856052465137,jump_hash,0.1938,5000,26942.046875,4
0.4414386250136886,0.0,0.6625791000045109,uniform,1.088,16,20,0.996398000010024,rendezvous_hash,0.1966,5000,26942.046875,4
0.05524895898997784,0.0,0.7343983005468269,uniform,1.32,16,20,0.9959962234373929,virtual_node_hash,0.2222,5000,26942.046875,4
0.0005581250006798655,0.0,0.9146631617212035,uniform,1.06,16,20,0.04991813715823019,grid,0.8802,5000,26942.046875,4
0.0012321669782977551,0.0,0.9257567904278556,uniform,1.0,16,20,0.11234842317301261,morton_sort,0.8752,5000,26942.046875,4
0.20548737500212155,0.0,0.9055306300202232,uniform,1.0,16,20,0.06740140004494032,hilbert_sort,0.8752,5000,26942.046875,4
0.001273708010558039,0.0,1.0984451408462226,uniform,1.0,16,20,0.496100312991606,principal_sort,0.8752,5000,26942.046875,4
0.027895250008441508,0.0,1.0914233745650628,uniform,1.0,16,20,0.48049638792236193,h3_sort,0.8752,5000,26942.046875,4
0.39020245798747055,0.0,0.9654951660179767,uniform,1.0,16,20,0.20065592448439282,s2_sort,0.8752,5000,26942.046875,4
0.035096083011012524,0.0,0.9224792168593183,uniform,1.0,16,20,0.10506492635404084,geohash_sort,0.8752,5000,26942.046875,4
8.104200242087245e-05,0.009131833998253569,0.23277916263531478,clustered,1.252,16,20,0.02306480585625509,rdt_stable,0.172,5000,26945.765625,4
0.0009780839900486171,0.0,1.2624394166998645,clustered,1.096,16,20,0.9956431482219206,modulo_hash,0.7952,5000,26945.765625,4
0.08022570802131668,0.0,0.6760632329897557,clustered,1.168,16,20,0.9970294066439015,jump_hash,0.1938,5000,26945.765625,4
0.43997891701292247,0.0,0.662999782672669,clustered,1.088,16,20,0.9973328503837088,rendezvous_hash,0.1966,5000,26945.765625,4
0.07775150000816211,0.0,0.7349484937983534,clustered,1.32,16,20,0.9972188751074518,virtual_node_hash,0.2222,5000,26945.765625,4
0.0006615830061491579,0.0,1.3598117879689138,clustered,3.7049999999999996,16,20,0.023137306597586563,grid,0.8084,5000,26945.765625,4
0.0012873749947175384,0.0,0.9000231624674515,clustered,1.0,16,20,0.05516258326100348,morton_sort,0.8752,5000,26945.765625,4
0.20027345800190233,0.0,0.9128225311190349,clustered,1.0,16,20,0.08360562470896651,hilbert_sort,0.8752,5000,26945.765625,4
0.0010483340010978281,0.0,0.9077424506257278,clustered,1.0,16,20,0.07231655694606173,principal_sort,0.8752,5000,26945.765625,4
0.027017250016797334,0.0,0.9466742994808616,clustered,1.0,16,20,0.15883177662413686,h3_sort,0.8752,5000,26945.765625,4
0.33367958400049247,0.0,0.9302410057790046,clustered,1.0,16,20,0.1223133461755657,s2_sort,0.8752,5000,26945.765625,4
0.03313662498840131,0.0,0.9183970182599027,clustered,1.0,16,20,0.09599337391089498,geohash_sort,0.8752,5000,26945.765625,4
8.870800957083702e-05,0.00923191598849371,0.1785253939775693,diagonal,1.252,16,20,0.006056431061265121,rdt_stable,0.1254,5000,26957.234375,4
0.0010263749863952398,0.0,1.2629241527507264,diagonal,1.096,16,20,0.9967203394460586,modulo_hash,0.7952,5000,26957.234375,4
0.0792498329828959,0.0,0.6756700139371231,diagonal,1.168,16,20,0.9961555865269403,jump_hash,0.1938,5000,26957.234375,4
0.4533042499970179,0.0,0.6627458693317716,diagonal,1.088,16,20,0.9967685985150478,rendezvous_hash,0.1966,5000,26957.234375,4
0.060975832981057465,0.0,0.7346038961497103,diagonal,1.32,16,20,0.9964531025549117,virtual_node_hash,0.2222,5000,26957.234375,4
0.0008253749983850867,0.0,0.9679066940454146,diagonal,1.8684,16,20,0.027614875656476696,grid,0.7818,5000,26957.234375,4
0.0014759159821551293,0.0,0.8772299235484119,diagonal,1.0,16,20,0.004510941218693217,morton_sort,0.8752,5000,26957.234375,4
0.19504804199095815,0.0,0.8885008683031551,diagonal,1.0,16,20,0.029557485118122513,hilbert_sort,0.8752,5000,26957.234375,4
0.0010559590009506792,0.0,0.8770955251847441,diagonal,1.0,16,20,0.004212278188320274,principal_sort,0.8752,5000,26957.234375,4
0.0271443750243634,0.0,0.8816292269940724,diagonal,1.0,16,20,0.014287171097938672,h3_sort,0.8752,5000,26957.234375,4
0.32289470901014283,0.0,0.8996371319246668,diagonal,1.0,16,20,0.05430473761037069,s2_sort,0.8752,5000,26957.234375,4
0.03615091601386666,0.0,0.8772616626945651,diagonal,1.0,16,20,0.004581472654589057,geohash_sort,0.8752,5000,26957.234375,4
