budget,centered_discrepancy,combined_score_lower_is_better,composite_score,compressed_bytes,corpus,coverage_entropy,dataset,delay_minutes,detected,discovered_bug_classes,false_positives_before_first_window,field,imbalance_k2,input_bytes,k1,k2,locality_k2,mean_residual,method,min_grid_coverage,movement,ratio,roundtrip_ok,runtime_seconds,seed,selected_count,suite,threshold,top_recall,total_hits
,,,0.6677111447580377,,,0.6372104135943936,,,,,,synthetic_sharp_front,,,,,,0.38509261419258217,rdt_no_gradient,1.0,,,,0.008366958005353808,1,384,residual_sampler_ablation,,0.54375,
,,,0.47312362682664033,,,0.41071036236182973,,,,,,synthetic_sharp_front,,,,,,0.444944530776592,rdt_no_coverage,0.15625,,,,0.0057786249963101,1,384,residual_sampler_ablation,,0.6625,
,,,0.6693066932530485,,,0.7904298378658527,,,,,,synthetic_sharp_front,,,,,,0.3135058000261215,rdt_high_coverage,1.0,,,,0.008165125007508323,1,384,residual_sampler_ablation,,0.428125,
,,,0.7176060803514891,,,0.7578923724328259,,,,,,synthetic_sharp_front,,,,,,0.411932274331036,rdt_tuned,0.890625,,,,0.08958433402585797,1,384,residual_sampler_ablation,,0.609375,
,,,0.6992935155559701,,,0.5872671873027717,,,,,,synthetic_sharp_front,,,,,,0.6267059282932556,top_residual,0.21875,,,,0.0002082090068142861,1,384,residual_sampler_ablation,,1.0,
,,,0.676782921760156,,,0.6256297764575885,,,,,,synthetic_sharp_front,,,,,,0.6060827147684072,top_residual_gradient,0.25,,,,0.00022112502483651042,1,384,residual_sampler_ablation,,0.90625,
,,,0.7376844333725641,,,0.6362412382073261,,,,,,synthetic_two_hotspots,,,,,,0.4578129014227866,rdt_default,1.0,,,,0.00837845800560899,1,384,residual_sampler_ablation,,0.7,
,,,0.7423300747616166,,,0.6374609278903333,,,,,,synthetic_two_hotspots,,,,,,0.46117038259378,rdt_no_gradient,1.0,,,,0.00762220800970681,1,384,residual_sampler_ablation,,0.709375,
,,,0.5518736268266404,,,0.4107103623618298,,,,,,synthetic_two_hotspots,,,,,,0.5592330070460788,rdt_no_coverage,0.15625,,,,0.005788667011074722,1,384,residual_sampler_ablation,,0.8375,
,,,0.7259581661425047,,,0.7915769032642995,,,,,,synthetic_two_hotspots,,,,,,0.35433984811499636,rdt_high_coverage,1.0,,,,0.007728999975370243,1,384,residual_sampler_ablation,,0.553125,
,,,0.7761963412022395,,,0.6619002605778268,,,,,,synthetic_two_hotspots,,,,,,0.4821700943519384,rdt_tuned,1.0,,,,0.08835000000544824,1,384,residual_sampler_ablation,,0.765625,
,,,0.6380687663207585,,,0.45698218948788155,,,,,,synthetic_two_hotspots,,,,,,0.5996163672404078,top_residual,0.140625,,,,0.00024862500140443444,1,384,residual_sampler_ablation,,1.0,
,,,0.6376397357129194,,,0.4557563877511985,,,,,,synthetic_two_hotspots,,,,,,0.5991395160029744,top_residual_gradient,0.140625,,,,0.0002609170041978359,1,384,residual_sampler_ablation,,1.0,
,,,0.5577448436289105,,,0.6323959817968873,,,,,,synthetic_oscillatory,,,,,,0.6578404798396865,rdt_default,1.0,,,,0.00809154100716114,1,384,residual_sampler_ablation,,0.303125,
,,,0.5578737750349789,,,0.6327643572427967,,,,,,synthetic_oscillatory,,,,,,0.6567233367732281,rdt_no_gradient,1.0,,,,0.00773474999004975,1,384,residual_sampler_ablation,,0.303125,
,,,0.32406112682664034,,,0.41071036236182973,,,,,,synthetic_oscillatory,,,,,,0.7005416583947692,rdt_no_coverage,0.15625,,,,0.0062611659814137965,1,384,residual_sampler_ablation,,0.33125,
,,,0.6105419203223406,,,0.7912804866352587,,,,,,synthetic_oscillatory,,,,,,0.6057674930397182,rdt_high_coverage,1.0,,,,0.007774583005812019,1,384,residual_sampler_ablation,,0.296875,
,,,0.6331726943338044,,,0.765314840953727,,,,,,synthetic_oscillatory,,,,,,0.6517538274550251,rdt_tuned,0.96875,,,,0.08929966599680483,1,384,residual_sampler_ablation,,0.38125,
,,,0.8895878315442729,,,0.8452509472693509,,,,,,synthetic_oscillatory,,,,,,0.820343478636266,top_residual,0.71875,,,,0.00029466699925251305,1,384,residual_sampler_ablation,,1.0,
,,,0.6204186576079853,,,0.8458390217371007,,,,,,synthetic_oscillatory,,,,,,0.7695326155234584,top_residual_gradient,0.75,,,,0.0002868340234272182,1,384,residual_sampler_ablation,,0.3875,
,,,0.2887099819569935,,,0.48331589529240665,,,,,,real_california_housing_residual,,,,,,0.17434903016995562,rdt_default,0.390625,,,,0.017738666996592656,1,512,residual_sampler_ablation,,0.09205426356589147,
