assign_seconds,build_seconds,dataset,imbalance,imbalance_weight,k1,k2,locality,locality_weight,method,movement,movement_vs_k1,n,score,seed,suite,total_seconds,winner
0.020719957974506542,0.0,synthetic_uniform,1.072,0.2,16,20,0.9980884375077088,1.0,jump_hash,0.1964,,,1.2088884375077087,0,score_weight_sensitivity,,False
0.002152500004740432,0.0,synthetic_uniform,1.0,0.2,16,20,0.11771336844132929,1.0,morton_sort,0.875,,,0.9927133684413293,0,score_weight_sensitivity,,False
0.000864041008753702,0.0,synthetic_uniform,1.078,0.2,16,20,0.05139030434252689,1.0,grid,0.8816,,,0.948590304342527,0,score_weight_sensitivity,,False
6.745802238583565e-05,0.009410541999386624,synthetic_uniform,1.25,0.5,16,20,0.05611365050995765,1.0,rdt_stable,0.1252,,,0.3063136505099576,0,score_weight_sensitivity,,True
0.020719957974506542,0.0,synthetic_uniform,1.072,0.5,16,20,0.9980884375077088,1.0,jump_hash,0.1964,,,1.2304884375077088,0,score_weight_sensitivity,,False
0.002152500004740432,0.0,synthetic_uniform,1.0,0.5,16,20,0.11771336844132929,1.0,morton_sort,0.875,,,0.9927133684413293,0,score_weight_sensitivity,,False
0.000864041008753702,0.0,synthetic_uniform,1.078,0.5,16,20,0.05139030434252689,1.0,grid,0.8816,,,0.971990304342527,0,score_weight_sensitivity,,False
6.745802238583565e-05,0.009410541999386624,synthetic_uniform,1.25,0.0,16,20,0.05611365050995765,2.0,rdt_stable,0.1252,,,0.2374273010199153,0,score_weight_sensitivity,,True
0.020719957974506542,0.0,synthetic_uniform,1.072,0.0,16,20,0.9980884375077088,2.0,jump_hash,0.1964,,,2.1925768750154178,0,score_weight_sensitivity,,False
0.002152500004740432,0.0,synthetic_uniform,1.0,0.0,16,20,0.11771336844132929,2.0,morton_sort,0.875,,,1.1104267368826586,0,score_weight_sensitivity,,False
0.000864041008753702,0.0,synthetic_uniform,1.078,0.0,16,20,0.05139030434252689,2.0,grid,0.8816,,,0.9843806086850538,0,score_weight_sensitivity,,False
6.745802238583565e-05,0.009410541999386624,synthetic_uniform,1.25,0.1,16,20,0.05611365050995765,2.0,rdt_stable,0.1252,,,0.2624273010199153,0,score_weight_sensitivity,,True
0.020719957974506542,0.0,synthetic_uniform,1.072,0.1,16,20,0.9980884375077088,2.0,jump_hash,0.1964,,,2.199776875015418,0,score_weight_sensitivity,,False
0.002152500004740432,0.0,synthetic_uniform,1.0,0.1,16,20,0.11771336844132929,2.0,morton_sort,0.875,,,1.1104267368826586,0,score_weight_sensitivity,,False
0.000864041008753702,0.0,synthetic_uniform,1.078,0.1,16,20,0.05139030434252689,2.0,grid,0.8816,,,0.9921806086850539,0,score_weight_sensitivity,,False
6.745802238583565e-05,0.009410541999386624,synthetic_uniform,1.25,0.2,16,20,0.05611365050995765,2.0,rdt_stable,0.1252,,,0.2874273010199153,0,score_weight_sensitivity,,True
0.020719957974506542,0.0,synthetic_uniform,1.072,0.2,16,20,0.9980884375077088,2.0,jump_hash,0.1964,,,2.206976875015418,0,score_weight_sensitivity,,False
0.002152500004740432,0.0,synthetic_uniform,1.0,0.2,16,20,0.11771336844132929,2.0,morton_sort,0.875,,,1.1104267368826586,0,score_weight_sensitivity,,False
0.000864041008753702,0.0,synthetic_uniform,1.078,0.2,16,20,0.05139030434252689,2.0,grid,0.8816,,,0.9999806086850539,0,score_weight_sensitivity,,False
6.745802238583565e-05,0.009410541999386624,synthetic_uniform,1.25,0.5,16,20,0.05611365050995765,2.0,rdt_stable,0.1252,,,0.36242730101991527,0,score_weight_sensitivity,,True
